Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
170458177029365,Delegate Heather Bagnall,Citizens For Heather Bagnall,111,5
105282337632744,Kismet for East Ward,Dylan Paul Moore,111,4
949819561745121,"Jeff Parker for Judge, 426th District Court",Jeffrey David Parker,111,2
35400772264,The ButtKicker,These ads ran without a disclaimer,111,1
1648852388565214,Karen Fielding Mesquite City Council Seat 5,Karen Fielding,111,9
273467783533952,"Amourence Lee, San Mateo City Councilwoman",Amourence M Lee,111,13
460002281235040,"Mike Giallombardo For State Representative, District 77",Mike Giallombardo Campaign,111,1
113034436943044,Greg Schulte for Katy ISD Board of Trustees,Greg Schulte for Katy ISD Board of Trustees,111,3
502831886413898,Catalyst Space,Catalyst Space,111,3
104556811046290,United Against China,United Against China Inc,111,1
70126113702,Access Fund,Access Fund,111,15
110626223878721,Jeff Nye,Nye for Prosecuting Attorney,111,5
191358244496,eyebobs eyewear,These ads ran without a disclaimer,111,1
40906470040,World Pulse,World Pulse Voices,111,4
1978425175799250,Hedrick for Hendry Sheriff,"Pete Hedrick, Republican Candidate for Hendry County Sheriff",110,3
106431740799515,Susan Moran for State Senate  - Plymouth & Barnstable District,Joseph J Manning,110,16
100215234868091,Brian Burke for Republican State Committee,Red Massachusetts Grassroots Action,110,2
233471427012717,Chris Hanks for Sarasota County Commission,Christopher B Hanks,110,6
392189600337,Minnesota Nurses Association,"MINNESOTA NURSES' ASSOCIATION, THE",110,2
154952704537413,Lake Havasu City - Municipal Government,These ads ran without a disclaimer,110,2
137806754173,CORA,CORA COMMUNITY OVERCOMING RELATIONSHIP ABUSE,110,2
1613512502291594,Amarillo Matters,Amarillo Matters PAC,110,1
417199565739561,GOPCult,Harsaheb Dhall,110,2
105229281065547,"Committee to elect Tim McCoy, Stoddard County Sheriff",Ginger Nicole Mccoy,110,10
218453741583460,Rep. Ed Osienski,Delaware House Democratic Caucus,110,3
1017551808288816,East Central Reporter,Local Government Information Services,110,5
259617042211,KWTV - NEWS 9,Griffin Communications,110,8
113911166671827,Reid Sund for Salem,Friends of Reid Sund,110,3
104370913326127,Early Matters Dallas,Early Matters Dallas,110,2
409835579621290,Erasmo Vázquez Hernández,Thay An Marie Vazquez Méndez,110,8
101423907875536,Umbrella PAC,UMBRELLA PAC,110,2
563238690508245,Virginia's Electric Cooperatives,Virginia's Electric Cooperatives,110,3
1011970672333748,TEMPO Communications,These ads ran without a disclaimer,110,1
588658961613141,Construction Fairness Alliance,Construction Fairness Alliance,110,8
105797714195694,"Jennifer Ramos for Texas State Representative, District 119",Jennifer Ramos Campaign,110,2
104256831116716,Alex Enriquez for DISD,Claire Ellen Cahoon,110,3
107163667472070,Karen Ben-Moyal for The People's Congress 2020: Independent for TX CD-14,KAREN BEN-MOYAL,110,12
104092711038673,Jose Cortes for U.S. Congress,Zachary Cole Bowersock,110,1
104615601083017,Sean Skipworth for Dickinson Mayor,Sean Christopher Skipworth,110,5
110959047037872,State Committeewoman Jen Cunningham,Red Massachusetts Grassroots Action,110,3
106959920878115,The Well Done Foundation,These ads ran without a disclaimer,110,1
116220651787787,"Adams County, Illinois",Julia Beth Crudgington,110,2
110201667002800,Jewish Republican Alliance,YukoSocial LLC,110,15
265246660989491,"Franklin County Probate Court, Robert G. Montgomery, Judge",Franklin County Probate Judge Montgomery,110,1
308666759175660,Center for Migration Studies of New York,CENTER FOR MIGRATION STUDIES,110,6
103501277743186,Rich Kasten for West Bend Mayor,Richard William Kasten,110,6
107868640615645,Paint The Ballot Blue 2020 And Beyond,Howard Rolls,110,7
1914561178824972,Trumped,Christopher  Cooper,110,116
539058359918955,Gary Rogers for Judge,"Committee to Elect Gary Rogers Family Court Judge - Experienced, Compassionate",109,5
184040026329,Jon Hardister,Jon Hardister for NC House,109,5
1465562810341589,Kansas Values Institute,Kansas Values Institute,109,3
100106370072989,Bank of Albuquerque,BOK Financial,109,5
102213261325325,Timothy Aldal for Oregon,Timothy Wayne Aldal,109,11
105909364324087,"Winchester, NH - NO on Question 2",Julio G Del Sesto,109,5
238914629482880,Ramón Luis Nieves,Comité Amigos Ramón Luis Nieves,109,11
245236922206217,"Christopher Bates, Jefferson County Constable Pct. 2",Christopher Lynn Bates,109,3
353119708766020,Govenor Williams 2,GOVENOR WILLIAMS OF SANDY SANSING DEALERSHIPS,109,4
336020867045939,Dr. Ravi for TUSD,RAVI P GRIVOIS-SHAH,109,2
1476009452693959,Wu for West Covina,Tony Wu,109,4
1795799107327899,"Steven M. Jackson Law Group, LLC - North",These ads ran without a disclaimer,109,1
14957887077,Freedom House,"FREEDOM HOUSE, INC.",109,1
126105480781184,Texas Home School Coalition (THSC),TEXAS HOME SCHOOL COALITION,109,9
100506528111216,Elect Tim Flynn for Supervisor,Timothy Bryant Flynn,109,2
410777099073557,Joanne Osborne for AZ House,Osborne For Arizona House,109,1
855790991125675,TakeItBack.Org,TAKEITBACK.ORG POLITICAL ACTION,109,3
111810580184964,Julian Gold,Julian Gold for Beverly Hills City Council 2020,109,2
206741476007513,Armani Valentino,Armani Valentino Moss,109,3
2023099071267479,Casey Miller,Casey Louis Miller,109,2
1481048748639715,Erin Resner For City Council,Tyler Doyle Whitlow,109,1
242960515598,Military Spouse,These ads ran without a disclaimer,108,1
319765995532065,Julio Geigel Alcalde Humacao 2020,Julio Luis Geigel Perez,108,8
105866714140229,Hoang Murphy for the Eastside 67A,Friends for Hoang Murphy,108,6
109638903906629,Roger Baker for NM Senate,Roger Baker State Senate District 36 Candidate,108,8
242475319989441,ReRoute The Route,ReRoute the Route,108,4
1534290989956166,The Philanthropy Roundtable,"PHILANTHROPY ROUNDTABLE, THE",108,3
30060307711,Rock the Green,These ads ran without a disclaimer,108,2
107446240785725,Vote for Jason Deneau,Jaso N M Ichael D En Deneau,108,7
1093594090659973,Pam Myhra,Campaign Fund of Pam Myhra,108,4
12597491214,ADRA International,These ads ran without a disclaimer,108,6
105412832825291,Rowan County Republican Party,Giovanni Vincent Spillman,108,4
21999960184,Operation Blessing,Operation Blessing,108,3
26060837166,Point Loma Nazarene University,Point Loma Nazarene University,108,5
421279984738085,Thomas for State Representative - Republican,Shayne E Thomas,108,5
1514906665273308,Randy Reid - NYS Assembly Candidate,Committee to Elect Randy Reid,108,7
716869668367099,Kennett Democrats,Kennett Area Democrats,108,4
373194456868155,W. Leslie Long For McLennan County Commissioner Pct 3,William Leslie Long,108,1
114287366642290,Chad Johnson for District Judge,Chad Johnson for Judge,108,3
150129245063912,Mitchell Community College,Mitchell Community College,108,6
237560266430722,Ryan Weld - WV State Legislature,Ryan W Weld,108,8
2202177140098501,Tamerlin Godley for City Council,TAMERLIN GODLEY FOR CITY COUNCIL,108,37
101427331441439,Troy Austin for Hendricks County Council,Michael Troy Austin,108,6
400022643927841,Mike Fordham for Sheriff,Mike Fordham Sheriff,108,3
150451082120925,The other 54%,Gregory M Berube,108,2
201506753797004,Katie Fletchall - Colorado Insurance Ltd,These ads ran without a disclaimer,107,2
111397023724392,Alisha Beeler for the 26th LD House of Representatives,Alisha Nichol Beeler,107,4
1007855922605367,McHenry Times,Local Government Information Services,107,5
77062934697,Texas Impact,TEXAS IMPACT,107,3
105557940990671,Ryan Webb For County Council,Ryan Scott Webb,107,10
104541664311061,"Kyle Bright for Democratic Central Committee, AD76",Kyle Bright,107,4
101901971229857,Armando Ruiz for City Council District #2,Armando Ruiz,107,5
110653086942396,Charles Rambo for Fulton Sheriff 2020,Charles Rambo for Fulton Sheriff 2020,107,6
106110787511618,Elect Teia Harris for Chairman of the Walker Co. Board of Education,Teia Leshea Harris,107,6
255739704828999,Michael Leptic - 2020 Candidate for the Allegany County Board of Education,Michael Scott Leptic,107,3
101589521232053,Dani Brzozowski,DANI FOR ILLINOIS,107,5
2007466462827033,State Representative Spencer Roach,"Spencer Roach, Republican, for State Representative.",107,3
93683518468,Kentucky Voices for Health,Kentucky Voices for Health,107,10
101278054704505,Scipio 2020 Florence City Council,Osbbie Kimbrell Scipio,107,10
111388476991101,Re-Elect Stephen Shires for District Attorney,William Stephen Shires,107,1
254968168329490,Campaign to Re-Elect Barry Jefferson for District 10 Justice of the Peace,Committee to Re-Elect Barry Jefferson,107,3
1648791868734389,HCV Chatter,These ads ran without a disclaimer,107,3
305153773443000,Bimal Patel,Bimal for Congress,107,3
126915647413512,Steve Hansen for City Council 2020,Steve Hansen for Sacramento City Council 2020,106,4
624956794270316,Jack Heidel,John W Heidel,106,7
304049377193669,Jaron for Tuolumne County Supervisor,Committee to Elect Jaron Brandon Supervisor District 5 2020,106,11
1648191378809964,Michael Carpanzano for Bolingbrook,Michael Carpanzano,106,19
173120179726267,Sheriff Tony Chavis,Carla Chavis,106,4
167312016654090,Detroit Catholic,These ads ran without a disclaimer,106,1
551369002001325,Josh Wheeler For U.S. Senate,WHEELER 4 U.S. SENATE,106,5
1123295184401223,Pennsylvania Oil & Gas Landowner Alliance,Pennsylvania Oil & Gas Landowner Alliance,106,2
2286327371419166,Louisiana State Representative Mike "Pete" Huval - District 46,"YourVote, LLC",106,8
108159730713059,Alex Walker for Illinois State Rep. - 110th District,Alex Walker for State Representative 110th District,106,5
140489796059672,The Set NYC,The Set NYC,106,13
684567068671548,Donnie Funk For 4,Friends for Funk,106,2
100762468163045,Vote Ms. Lorraine: School Board,Jessica Ashley S Panter,106,11
1738359896399005,Mark Stewart Chandler Arizona City Council,Mark Stewart for Chandler AZ,106,2
2142860322650363,Michigan Local News,These ads ran without a disclaimer,106,8
111401363805464,Women for Trump 2020,Julia Elizabeth Westerfield,106,7
103150364587807,Gun Owners Care,These ads ran without a disclaimer,106,5
1653885501501009,Propeller,Propeller Enterprises,106,2
111236436913028,Fleur,Fleur,106,5
102054351411803,Texans United Against Corruption,These ads ran without a disclaimer,106,4
108051577394988,Thai Viet Phan for Santa Ana City Council 2020,Thai Viet Phan for City Council 2020,106,5
130112937326,Xcel Energy,These ads ran without a disclaimer,106,4
528301980644595,Vote David Moore 2020,David Moore for Marion County Property Appraiser,105,6
263813250409546,Ugly Xmas Sweater Shop,Steven W Tyler,105,1
39006887293,Victory Enterprises,"Victory Enterprises, Inc.",105,4
1594170604242427,Hans Hochheimer,Hans D Hochheimer,105,11
122072195857250,Kathi Flanders for Congress,Katherine Lynn Flanders,105,3
293840763996530,Putnam Museum,Putnam Museum,105,3
2164851263819029,Thriving Mind South Florida,These ads ran without a disclaimer,105,1
100786294750697,Bykerk for PVREA,Kathleen Anne Ellard,105,4
101290758187609,Save Summer Now,Scott David Meyer,105,2
648233125613642,John Brunelle - Board of Selectmen,John Brunelle,105,5
1033248857066144,NewsDaylighter,General Memetics LLC,105,25
66832111792,Yellow Scene Magazine,Yellow Scene Magazine,105,20
1843177709284198,Andrew Mendez For Azusa City Council,Andrew Mendez For Azusa City Council,105,3
102302751302383,"Larsen for Mitchell County, NC",Howard Frederick Larsen,105,6
233768687168454,Rod Furniss State Representative 35b Idaho,Rodney Furniss,105,3
565904740563298,Cody Rogers for State Senate,Cody Rogers For State Senate,105,3
107371757468929,Holly Kidd for NN School Board,Guentin Kidd,105,4
102438077995629,Deanna Fierro for Richmond School Board - 4th District,Deanna Fierro for Richmond School Board,105,2
113302310024546,Medicare for All Education Initiative - MA,Kelley Caldwell Johnson,105,13
104579057830612,Snover Trump Delegate,Gloria Lee Snover,105,4
464510790410497,Irritated Genie of Soufeese,Ayo Hance Kimathi,105,5
106559874181804,Jennifer Boutte for County Clerk,Jennifer Boutte for County Clerk,105,1
101324424793972,Jimmy Patelis,"Montanans for Jimmy Patelis, 6312 Gray Hawk Way, Billings MT 59106 (R)",105,4
214876605277049,Laura M. Montoya 4 NM,LAURA MONTOYA 4 NM,105,10
107898117511057,Military Legal Advice 2020,These ads ran without a disclaimer,105,1
372353822835252,Planned Parenthood of Greater Texas,These ads ran without a disclaimer,105,2
166833599370,USCCA,These ads ran without a disclaimer,105,1
109408883879444,Elect Steve Williams for Constable Precinct 3,Steven Craig Williams,105,4
100450853327826,Grand Canyon State Electric Cooperative Association,Grand Canyon State Electric Cooperative Association,105,4
111808307081166,Byler For Congress,Lester Ray Byler,105,7
173345522694004,Southern Maine Workers' Center,Southern Maine Workers Center,105,2
222585227778946,Regent Wealth Management,Regent Wealth Management,105,6
100835964690431,Humphreys Capital,Humphreys Capital,105,3
136650483039197,Conduit News,Conduit For Action,105,2
284247522100960,Eyes on Local 11,Center for Union Facts,105,7
1388990814610248,John Gentry Candidate for State Senate,Candidate for State Senate John Gentry,104,8
181924628560212,SumOfUs,SumOfUs,104,2
762302600484992,Nick Vaughn for County Council,Nicholas James Vaughn,104,9
108868307182723,Phara for Assembly,Phara for Assembly,104,11
36468835352,New England Aquarium,These ads ran without a disclaimer,104,1
347649111931483,Jim Carpenter,James Blair Carpenter,104,8
268860097371040,Restore Pelham Property Rights,John D Spottiswood,104,4
111293848917676,Count the Kicks,These ads ran without a disclaimer,104,2
2227406634249144,Senator Shannon Grove,Senator Shannon Grove,104,5
399174026949103,Chambana Sun,Local Government Information Services,104,5
188216208222299,WandsPro,These ads ran without a disclaimer,104,4
104154737694195,Travis Boldt for State Representative - HD29,Travis Boldt for State Representative - HD29,104,3
123651254408327,Sokolove Law,These ads ran without a disclaimer,104,1
101031334685422,Drew Aleman for Covina City Council,Paid for by the Committee to Elect Drew Aleman for Covina City Council 2020 FPPC #1422536,104,1
1904202406467284,Rep. Ron Tusler,Office of State Representative Ron Tusler,104,4
103162147719034,Beez Knees of Teez,Robert Wayne Vinson,104,1
149387255708408,Harriet Hageman,Hageman for Wyoming,104,3
102472294666545,Cameron Grubbs for Delaware County Commissioner,Committee To Elect Cameron Grubbs,104,7
110647937109083,Vote Rheunte E. Benson General Sessions Clerk 2020,Rheunte Eshun Benson,104,3
110359060555048,John Toyooka,Friends of John Toyooka,104,2
107328710831825,Elect Matthew Hullinger,Matthew S Hullinger,104,1
102692084436431,"William Haston for Congress, GA-4",WILLIAM HASTON FOR CONGRESS,104,5
587396844751958,California Rental Housing Association,These ads ran without a disclaimer,104,2
115531596546760,Jay McMahon for Republican State Committee,"JRD Social Media, LLC",104,5
291010921798434,Political Climate,These ads ran without a disclaimer,104,1
283985748290012,Riddell for NC House 64,Riddell for NC House 64,104,8
160963541367218,Representative Jamie Boles,Moore Citizens for Boles,104,8
194711150459,"Flores Professional Services, Inc",Flores Professional Services,104,8
801964339916055,Commissioner Jesse Gonzalez,Jesse Gonzalez,104,4
273755356028982,Chairman Kenneth Walker,Kenneth Walker for Chairman,104,4
111667547038132,Ted Goergen,Theodore V Goergen,104,4
1322119027942462,Elect Lee Mills - State Representative District 99,Friends of Lee Mills,103,4
117460751700993,Vote Liz Harris for LD17 Representative,Elizabeth Jane Harris,103,3
113642046743102,Elect Glenn Martin County Commissioner Precinct 3,Bradley Doyle Martin,103,1
